ContentID,MY_AI,MY_FK,content_quality_finally,dep_DD,dep_MDD
news_plf12s02506,1,1,good,"[18, 38, 89, 88, 17, 82, 116, 85, 152, 149, 131]",3.81422925
news_plf12s02507,1,1,good,"[10, 9, 120, 19, 54, 61, 93, 110, 231, 72, 88, 31, 226, 35]",4.06666667
news_plf12s02508,1,1,good,"[2, 24, 48, 101, 96, 35, 46, 109, 70, 40, 117, 62, 34, 47, 66, 18, 39, 75]",3.22570533
news_plf12s02509,1,1,good,"[4, 13, 141, 72, 175, 78, 131, 101, 107, 104, 0]",4.09734513
news_plf12s02510,1,1,good,"[6, 8, 54, 208, 80, 63, 88, 49, 122, 71, 102, 24, 57, 62, 66]",3.81294964
news_plf12s02511,1,1,average,"[3, 25, 4, 111, 329, 60, 145, 50, 74, 49, 93, 44, 87, 158]",4.21917808
news_plf12s02512,1,1,good,"[10, 11, 93, 36, 55, 157, 96, 70, 122, 69]",3.55940594
news_plf12s02513,1,1,good,"[5, 25, 47, 57, 184, 73, 35, 71, 38, 86, 62, 37]",3.25791855
news_plf12s02514,1,1,good,"[3, 13, 43, 60, 61, 97, 60, 100, 63, 45, 31, 37, 67]",3.19248826
news_plf12s02515,1,1,average,"[1, 19, 245, 40, 38, 39, 101, 67, 113, 44, 44, 90]",3.48962656
news_plf12s02516,1,1,poor,"[0, 30, 3, 23, 160, 2, 39, 171, 117, 89, 0, 116, 64, 132, 12, 34, 1]",3.74716981
news_plf12s02517,1,1,poor,"[4, 18, 4, 25, 219, 214, 109, 200, 106, 50, 175, 20, 44]",4
news_plf12s02518,1,1,average,"[17, 13, 17, 102, 15, 28, 142, 24, 55, 40, 46, 71, 64, 51, 58]",3.04508197
news_plf12s02519,1,1,average,"[35, 13, 105, 133, 28, 86, 51, 127, 106, 134, 14, 100, 59, 118]",3.60064935
news_plf12s02520,1,1,good,"[61, 40, 113, 110, 40, 148, 149, 0, 140, 31, 152, 52]",3.79487179
news_plf12s02521,1,1,good,"[29, 46, 91, 62, 160, 133, 89, 78, 119, 80, 70, 103, 95]",3.58695652
news_plf12s02522,1,1,good,"[3, 18, 65, 103, 64, 73, 133, 143]",3.44
news_plf12s02523,1,1,average,"[4, 13, 51, 70, 88, 30, 60, 30, 107, 60, 43, 59]",3.04455446
news_plf12s02525,1,1,good,"[5, 17, 90, 105, 18, 75, 80, 70, 58, 48, 89, 43]",3.43842365
news_plf12s02526,1,1,average,"[3, 19, 145, 101, 17, 51, 88, 102, 29, 21, 38, 17, 37, 29, 5]",3.16216216
news_plf12s02527,1,1,average,"[0, 29, 44, 212, 24, 84, 136, 39, 69, 44, 67, 97, 68, 26]",3.68235294
news_plf12s02528,1,1,good,"[50, 38, 89, 51, 49, 97, 171, 108, 85, 13, 85, 27]",3.62605042
news_plf12s02529,1,1,average,"[3, 21, 206, 45, 80, 164, 86, 99, 93, 44]",3.85779817
news_plf12s02530,1,1,average,"[3, 16, 197, 148, 17, 24, 34, 90, 38, 104]",3.47668394
news_plf12s02531,1,1,average,"[3, 16, 1, 58, 73, 50, 105, 90, 49, 66]",2.95375723
news_plf12s02532,1,1,good,"[41, 176, 92, 35, 21, 14, 45, 76, 40, 62, 32, 77, 28, 83, 123, 42, 79, 20]",3.38317757
news_plf12s02533,1,1,average,"[2, 10, 3, 56, 27, 50, 150, 38, 28, 7, 82, 39, 33, 41, 6, 37]",2.84579439
news_plf12s02534,1,1,good,"[1, 36, 83, 35, 51, 31, 21, 92, 3, 11, 72, 49, 0, 55, 65, 88]",2.87551867
news_plf12s02535,1,1,average,"[3, 34, 74, 67, 37, 124, 42, 81, 121, 93, 25, 26, 90, 77]",3.50588235
news_plf12s02536,1,1,average,"[3, 24, 95, 84, 67, 70, 51, 119, 102, 72, 107]",3.81730769
news_plf12s02537,1,1,good,"[4, 2, 12, 37, 85, 44, 4, 28, 42, 104, 75, 117, 49, 21, 52, 81]",3.00396825
news_plf12s02538,1,1,average,"[0, 29, 45, 57, 45, 111, 108, 35, 25, 144, 27, 113, 149]",3.6846473
news_plf12s02539,1,1,good,"[3, 11, 89, 72, 157, 125, 117, 105, 20, 18, 94, 32]",3.7972973
news_plf12s02540,1,1,good,"[10, 12, 135, 97, 223, 78, 207, 139, 127, 267, 78, 199]",4.69253731
news_plf12s02541,1,1,good,"[25, 9, 124, 158, 9, 194, 116, 74, 31, 367, 189, 24, 139, 67, 63, 5, 43, 195]",4.46829268
news_plf12s02542,1,1,good,"[39, 186, 87, 145, 28, 45, 172, 127, 63, 100, 89, 104, 138]",4.0212766
news_plf12s02543,1,1,good,"[4, 34, 57, 22, 158, 135, 130, 43, 85, 69, 65, 76, 37, 115, 3, 51]",3.6996587
news_plf12s02544,1,1,average,"[191, 22, 178, 152, 61, 144, 29, 121, 165, 3, 14, 34]",4.42063492
news_plf12s02545,1,1,average,"[31, 3, 0, 11, 90, 162, 119, 82, 41, 57, 79, 35, 141, 25, 69, 69, 108]",3.66666667
news_plf12s02546,1,1,poor,"[1, 37, 136, 63, 99, 143, 104, 55, 141, 16, 29, 77, 63]",3.70769231
news_plf12s02547,1,1,average,"[0, 75, 23, 72, 15, 29, 26, 87, 72, 22, 84, 18, 61, 65]",3.10526316
news_plf12s02548,1,1,good,"[3, 55, 173, 4, 5, 27, 56, 32, 126, 166, 63, 51, 172, 61, 40, 96]",3.83050847
news_plf12s02549,1,1,average,"[0, 13, 7, 103, 83, 148, 82, 247, 192, 76, 216, 32, 35, 9]",4.18518519
news_plf12s02551,1,1,good,"[4, 6, 123, 129, 55, 39, 115, 61, 45, 52, 89, 124, 75, 18, 36, 77, 52]",3.61842105
news_plf12s02552,1,1,good,"[19, 17, 38, 192, 148, 148, 64, 55, 53, 60, 42, 113, 67, 33]",3.604811
news_plf12s02553,1,1,good,"[10, 36, 304, 100, 12, 123, 68, 82, 23, 204, 106, 0, 85, 129, 51]",4.17868339
news_plf12s02554,1,1,good,"[30, 11, 28, 32, 57, 146, 243, 34, 50, 215, 122, 21]",4.08677686
news_plf12s02555,1,1,average,"[8, 13, 83, 47, 18, 79, 73, 146, 88, 46, 121, 110, 49]",3.38846154
news_plf12s02556,1,1,good,"[23, 9, 0, 140, 107, 0, 37, 29, 75, 76, 78, 83, 24, 102, 157, 154, 93]",3.8538961
news_plf12s02557,1,1,good,"[3, 5, 115, 161, 113, 125, 126, 168, 272, 149, 103, 370, 71, 132]",4.84303797
news_plf12s02558,1,1,poor,"[1, 33, 80, 90, 55, 23, 8, 9, 19, 95, 106, 32, 88, 34, 66]",3.13135593
news_plf12s02559,1,1,average,"[1, 79, 39, 68, 65, 48, 103, 77, 42, 169]",3.29047619
news_plf12s02560,1,1,average,"[49, 108, 128, 162, 121, 97, 43, 335, 65, 93, 127, 126]",4.32738095
news_plf12s02561,1,1,average,"[30, 88, 71, 92, 37, 45, 9, 4, 12, 90, 122, 37, 120]",3.50462963
news_plf12s02562,1,1,good,"[37, 63, 64, 61, 41, 3, 16, 206, 227, 181, 74, 25, 162, 102, 127, 3]",3.91011236
news_plf12s02563,1,1,good,"[2, 42, 117, 74, 254, 63, 10, 32, 64, 61, 95, 107, 60, 26, 39, 88]",3.99295775
news_plf12s02564,1,1,average,"[18, 11, 17, 118, 3, 48, 71, 37, 25, 179, 75, 86, 44]",3.51923077
news_plf12s02565,1,1,average,"[75, 97, 119, 90, 48, 69, 75, 197, 136, 37, 54, 51, 47, 234, 94, 64, 52, 48, 84, 94, 5, 111, 137, 24, 75]",3.94962687
news_plf12s02566,1,1,good,"[12, 57, 48, 28, 93, 72, 15, 82, 32, 68, 130, 266, 66, 113, 19]",3.82291667
news_plf12s02567,1,1,good,"[21, 15, 19, 105, 211, 40, 48, 73, 21, 47, 60, 11, 97, 40, 16, 103, 44, 53]",3.11246201
news_plf12s02568,1,1,good,"[44, 68, 185, 139, 114, 211, 97, 168, 72, 134, 96, 38]",4.26875
news_plf12s02569,1,1,good,"[25, 71, 138, 33, 119, 112, 355, 41, 50, 61, 20]",4.14979757
news_plf12s02571,1,1,good,"[7, 4, 92, 53, 257, 17, 17, 161, 74, 200, 44, 34, 87, 53, 30, 42, 53, 25]",3.66568915
news_plf12s02572,1,1,average,"[1, 38, 87, 40, 139, 47, 130, 19, 49, 182, 48, 193, 69, 68, 229, 24, 44, 93]",3.94736842
news_plf12s02573,1,1,average,"[7, 20, 21, 147, 24, 62, 126, 103, 188, 31, 116, 172, 56, 113, 146]",3.86086957
news_plf12s02574,1,1,average,"[66, 53, 114, 78, 163, 27, 43, 108, 43, 136, 109, 62]",3.69741697
news_plf12s02575,1,1,average,"[0, 27, 63, 27, 44, 36, 126, 70, 77, 57, 39, 74]",2.93577982
news_plf12s02576,1,1,good,"[2, 22, 90, 108, 25, 30, 82, 94, 111, 158, 36, 10, 11, 49]",3.36585366
news_plf12s02577,1,1,good,"[1, 9, 25, 6, 112, 66, 74, 104, 54, 50, 53, 7, 61]",3.14141414
news_plf12s02578,1,1,average,"[2, 18, 8, 77, 101, 66, 50, 53, 29, 9, 68, 80, 138, 57]",3.20338983
news_plf12s02579,1,1,average,"[52, 37, 32, 85, 157, 119, 61, 16, 49, 188, 4, 32]",3.81651376
news_plf12s02580,1,1,good,"[37, 48, 38, 8, 45, 0, 7, 3, 38, 82, 60, 5, 3, 114, 226, 25, 149]",3.30111524
news_plf12s02581,1,1,good,"[14, 44, 0, 122, 7, 58, 94, 38, 171, 177, 127, 145, 14, 117, 184]",4.03692308
news_plf12s02582,1,1,good,"[102, 59, 17, 407, 50, 135, 226, 156, 23, 6]",4.66798419
news_plf12s02583,1,1,good,"[102, 66, 5, 39, 24, 33, 140, 225, 44, 24, 172, 58, 140, 76, 150]",3.84023669
news_plf12s02584,1,1,good,"[46, 24, 109, 108, 36, 88, 80, 52, 69, 101, 43, 103]",3.14652015
news_plf12s02585,1,1,good,"[9, 59, 226, 8, 157, 196, 147, 175, 84, 119, 0]",4.70119522
news_plf12s02587,1,1,good,"[31, 84, 112, 18, 154, 135, 81, 43, 43, 258, 37, 59, 78]",3.69055375
news_plf12s02589,1,1,good,"[143, 55, 103, 14, 64, 83, 61, 199, 84, 56, 64, 60, 57, 103, 0]",3.78217822
news_plf12s02590,1,1,good,"[143, 34, 114, 37, 37, 94, 25, 105, 13, 58, 74, 68, 189, 29, 91, 167, 0]",3.80357143
news_plf12s02591,1,1,good,"[23, 7, 67, 26, 59, 12, 5, 0, 57, 6, 0, 29, 26, 25, 0, 61, 36, 1, 44, 0, 31, 154]",2.69758065
news_plf12s02592,1,1,good,"[37, 7, 45, 56, 14, 2, 13, 17, 6, 45, 8, 25, 25, 0, 68, 1, 99, 0, 167, 43, 104, 18, 8, 7]",2.94223827
news_plf12s02593,1,1,good,"[34, 10, 66, 42, 13, 10, 0, 17, 43, 0, 18, 34, 23, 61, 48, 1, 70, 0, 27, 111, 17, 8]",2.612
news_plf12s02594,1,1,average,"[9, 3, 43, 110, 146, 18, 6, 38, 98, 28, 25, 23, 61, 0, 33, 46, 60]",3.09958506
news_plf12s02595,1,1,good,"[7, 38, 73, 62, 230, 100, 35, 141, 52, 109, 145, 35, 287, 9, 182, 144, 109]",4.2566586
news_plf12s02596,1,1,good,"[4, 20, 5, 127, 37, 36, 54, 143, 120, 42, 91, 163, 95, 79]",3.74907749
news_plf12s02597,1,1,good,"[3, 4, 117, 28, 55, 75, 65, 164, 68, 171, 142, 64]",3.67692308
news_plf12s02598,1,1,good,"[7, 12, 145, 135, 52, 294, 131, 41, 182, 87, 24, 27, 12]",4.10357143
news_plf12s02600,1,1,good,"[32, 0, 106, 119, 173, 55, 53, 50, 180, 62]",3.91509434
news_plf12s02601,1,1,good,"[41, 339, 11, 80, 94, 104, 62, 87, 74, 111, 50, 98, 115, 62]",4.03647416
news_plf12s02602,1,1,good,"[8, 18, 54, 39, 66, 126, 127, 33, 66, 115]",3.32653061
news_plf12s02603,1,1,good,"[0, 15, 5, 63, 137, 52, 11, 192, 88, 167, 48, 86, 32]",3.584
news_plf12s02604,1,1,good,"[8, 20, 181, 64, 78, 124, 73, 175, 165, 71, 46, 130]",4.03914591
news_plf12s02605,1,1,good,"[9, 133, 66, 188, 56, 134, 57, 30, 96, 158, 46, 123, 51, 127, 105, 170, 23, 49, 69, 101]",3.67761807
news_plf12s02606,1,1,good,"[58, 166, 96, 193, 34, 122, 214, 106, 67]",4.29268293
news_plf12s02607,1,1,average,"[10, 43, 108, 55, 58, 99, 22, 120, 73, 130, 99, 29, 118]",3.50545455
news_plf12s02608,1,1,good,"[15, 21, 105, 50, 104, 246, 106, 17, 11, 49, 78, 121, 35, 56, 80]",3.85211268
news_plf12s02609,1,1,good,"[55, 79, 33, 54, 142, 42, 68, 39, 113, 69, 21, 142, 169, 60, 47, 29, 74]",3.50141643
news_plf12s02610,1,1,good,"[51, 34, 100, 77, 216, 149, 92, 91, 166, 49, 86, 35]",3.92465753
news_plf12s02611,1,1,good,"[14, 6, 135, 76, 39, 151, 82, 61, 41, 24, 39, 17, 136]",3.33739837
news_plf12s02612,1,1,good,"[23, 69, 73, 97, 52, 33, 65, 90, 14, 101, 139]",3.61722488
news_plf12s02613,1,1,average,"[27, 116, 60, 64, 102, 34, 76, 137, 72, 49, 89, 36]",3.43426295
news_plf12s02614,1,1,average,"[21, 71, 77, 48, 110, 22, 127, 123, 126, 73]",3.62727273
news_plf12s02615,1,1,good,"[31, 119, 43, 97, 12, 100, 200, 0, 40, 127, 85, 70]",3.80246914
news_plf12s02617,1,1,good,"[37, 216, 105, 33, 127, 61, 54, 110, 95, 137, 79]",3.81884058
news_plf12s02618,1,1,good,"[26, 77, 117, 164, 56, 156, 69, 31, 72]",3.6056338
news_plf12s02619,1,1,good,"[0, 39, 1, 29, 94, 164, 140, 217, 59, 78]",4.29842932
news_plf12s02620,1,1,good,"[3, 25, 1, 152, 9, 29, 50, 57, 299, 52, 17, 213]",4.31904762
news_plf12s02621,1,1,good,"[44, 111, 109, 89, 125, 107, 93]",3.68478261
news_plf12s02622,1,1,good,"[24, 5, 45, 142, 51, 203, 95, 82, 40, 185, 0, 84, 16, 21, 124, 55]",4.17081851
news_plf12s02623,1,1,good,"[8, 13, 48, 115, 48, 53, 88, 49, 34, 101, 44, 92, 94, 130, 85]",3.20127796
news_plf12s02624,1,1,good,"[3, 31, 30, 90, 318, 43, 120, 122, 26, 78, 67, 0, 43, 104]",3.82562278
news_plf12s02625,1,1,good,"[41, 29, 224, 117, 152, 26, 34, 16, 99, 89, 124, 203]",3.92517007
news_plf12s02626,1,1,average,"[70, 147, 88, 134, 102, 59, 100, 21, 54, 95, 26, 60, 56, 119]",3.72039474
news_plf12s02627,1,1,good,"[17, 91, 42, 47, 120, 38, 16, 272, 80, 39, 89, 103, 94, 143]",4.02364865
news_plf12s02628,1,1,good,"[78, 18, 101, 210, 128, 193, 116, 105, 35, 49, 108]",4.16423358
news_plf12s02629,1,1,good,"[28, 41, 121, 24, 210, 95, 32, 107, 56, 135, 101, 48, 31, 49]",3.74305556
news_plf12s02630,1,1,good,"[16, 133, 76, 36, 55, 105, 26, 16, 73, 85, 95, 116, 55]",3.4379845
news_plf12s02631,1,1,good,"[34, 178, 81, 49, 103, 7, 40, 13, 36, 123, 55]",3.49029126
news_plf12s02632,1,1,average,"[20, 24, 99, 3, 85, 0, 0, 46, 71, 66, 88, 132, 32, 137]",3.49130435
news_plf12s02633,1,1,good,"[56, 58, 26, 223, 73, 15, 22, 35, 19, 57, 65, 23, 35, 157, 280, 66, 145, 94]",4.0362117
news_plf12s02634,1,1,good,"[17, 139, 212, 72, 155, 75, 127, 27, 68, 106, 72, 126, 27, 50, 153]",4.05113636
news_plf12s02635,1,1,average,"[28, 46, 136, 40, 26, 74, 129, 55, 120, 84, 156, 143, 30, 142]",3.778125
news_plf12s02636,1,1,average,"[34, 15, 42, 55, 161, 47, 179, 47, 7, 69, 50, 90]",3.56950673
news_plf12s02637,1,1,good,"[28, 36, 100, 102, 70, 49, 94, 70, 50, 87, 147]",3.5751073
news_plf12s02638,1,1,average,"[38, 53, 193, 45, 121, 48, 114, 134, 32]",3.75845411
news_plf12s02639,1,1,average,"[22, 144, 164, 48, 30, 57, 24, 92, 37, 37, 97]",3.43378995
news_plf12s02640,1,1,good,"[35, 29, 128, 77, 79, 127, 66, 104, 117]",3.56074766
news_plf12s02641,1,1,good,"[2, 6, 126, 108, 16, 73, 36, 123, 165, 79]",3.82291667
news_plf12s02642,1,1,average,"[39, 34, 90, 27, 79, 194, 71, 69, 37, 21, 95, 54, 44, 136]",3.48591549
news_plf12s02643,1,1,good,"[35, 5, 35, 54, 58, 73, 30, 49, 108, 38, 103, 70, 52, 96]",3.23694779
news_plf12s02644,1,1,good,"[30, 3, 35, 98, 34, 43, 91, 81, 14, 65, 162, 118, 65, 87, 64, 67]",3.65743945
news_plf12s02645,1,1,good,"[141, 119, 133, 51, 116, 13, 39, 49, 43, 2, 0, 22, 59, 11]",3.28395062
news_plf12s02646,1,1,good,"[6, 12, 113, 73, 133, 66, 93, 132, 61, 52, 56]",3.6559633
news_plf12s02647,1,1,good,"[19, 8, 48, 66, 47, 220, 198, 145, 38, 181, 41, 102, 150]",3.95924765
news_plf12s02648,1,1,good,"[28, 28, 64, 75, 185, 69, 36, 117, 100, 86, 141, 54, 69, 55]",3.49211356
news_plf12s02649,1,1,average,"[15, 10, 29, 43, 156, 136, 43, 12, 48, 43, 40, 67]",3.17821782
news_plf12s02650,1,1,good,"[0, 19, 10, 112, 16, 105, 60, 84, 105, 23, 93, 46, 30]",3.22477064
news_plf12s02651,1,1,good,"[5, 25, 35, 113, 42, 127, 35, 90, 19, 17, 84, 34, 77, 70]",3.3034188
news_plf12s02652,1,1,good,"[9, 17, 90, 120, 93, 25, 104, 254, 433, 158]",4.79044118
news_plf12s02653,1,1,good,"[28, 3, 0, 50, 86, 154, 66, 13, 66, 43, 37, 119, 162, 253, 32, 1, 26, 90]",3.70180723
news_plf12s02654,1,1,good,"[28, 50, 39, 120, 96, 48, 79, 124]",3.47619048
news_plf12s02655,1,1,average,"[36, 33, 60, 140, 155, 111, 36, 60]",3.46703297
news_plf12s02656,1,1,average,"[5, 6, 27, 34, 165, 47, 239, 95, 32, 40, 25]",3.86486486
news_plf12s02657,1,1,good,"[52, 68, 49, 242, 12, 129, 104, 114, 26, 158, 96, 98, 97]",3.91509434
news_plf12s02658,1,1,good,"[0, 30, 13, 270, 48, 47, 63, 58, 59, 159]",3.59134615
news_plf12s02659,1,1,average,"[7, 5, 12, 132, 22, 136, 229, 56, 89, 13, 33]",3.59803922
news_plf12s02660,1,1,good,"[0, 5, 7, 74, 83, 115, 187, 46, 41, 105, 109, 232, 46, 167]",4.22569444
news_plf12s02661,1,1,good,"[34, 60, 123, 154, 91, 54, 162, 61, 65, 140, 61, 167, 95]",4.07395498
news_plf12s02662,1,1,good,"[57, 145, 30, 65, 60, 29, 60, 70, 169, 153, 93, 84]",3.46416382
news_plf12s02663,1,1,good,"[38, 24, 38, 49, 32, 45, 59, 75, 170, 94, 50, 39, 64, 24, 176]",3.21381579
news_plf12s02664,1,1,good,"[27, 29, 27, 76, 56, 72, 6, 45, 97, 58, 71, 160, 61, 123, 62, 62, 125]",3.57098765
news_plf12s02665,1,1,good,"[23, 34, 47, 27, 150, 114, 81, 80, 0, 40, 90, 289]",3.99590164
news_plf12s02666,1,1,average,"[30, 31, 60, 214, 123, 155, 0, 64, 82, 132]",4.28365385
news_plf12s02667,1,1,average,"[3, 23, 23, 264, 41, 74, 92, 117, 125, 50, 116, 91]",4.02766798
news_plf12s02668,1,1,good,"[13, 24, 118, 35, 90, 80, 194, 298, 258, 93]",4.62692308
news_plf12s02669,1,1,good,"[25, 7, 55, 124, 116, 41, 119, 121, 71, 158, 97]",3.6627451
news_plf12s02670,1,1,good,"[27, 7, 62, 226, 76, 165, 152, 28, 86, 167, 37, 105]",3.91065292
news_plf12s02671,1,1,good,"[37, 10, 116, 62, 73, 57, 81, 77, 175, 58, 57, 85, 8, 44]",3.29824561
news_plf12s02672,1,1,good,"[25, 6, 73, 57, 30, 59, 45, 70, 57, 102, 21, 128]",3.15962441
news_plf12s02673,1,1,good,"[4, 19, 36, 52, 44, 63, 39, 90, 120, 97, 267]",3.7264574
news_plf12s02674,1,1,good,"[31, 4, 151, 27, 97, 91, 35, 73, 76, 53, 60, 59]",3.29130435
news_plf12s02675,1,1,good,"[22, 63, 141, 37, 94, 26, 64, 75, 65, 52, 76, 174, 120]",3.56537102
news_plf12s02676,1,1,good,"[18, 23, 87, 76, 3, 57, 48, 177, 63, 67, 54, 22, 59, 39, 36]",3.00362319
news_plf12s02677,1,1,average,"[38, 6, 16, 241, 42, 34, 36, 146, 159, 165, 43, 96, 61, 54]",3.75247525
news_plf12s02678,1,1,good,"[15, 6, 135, 14, 71, 38, 52, 26, 65, 29, 96, 246, 105, 51, 157]",3.65016502
news_plf12s02679,1,1,good,"[30, 15, 194, 70, 99, 79, 96, 86, 149, 142]",3.85542169
news_plf12s02680,1,1,good,"[7, 27, 54, 166, 94, 46, 45, 70, 130, 131, 58, 28]",3.67381974
news_plf12s02681,1,1,good,"[0, 38, 55, 65, 51, 79, 75, 125, 68, 80, 68, 82]",3.5890411
news_plf12s02682,1,1,average,"[15, 9, 4, 86, 87, 73, 78, 80, 126, 37, 183, 163, 173]",3.84137931
news_plf12s02683,1,1,good,"[10, 26, 0, 107, 128, 99, 98, 116]",3.65
news_plf12s02684,1,1,good,"[0, 22, 9, 0, 133, 89, 30, 108, 196]",3.66875
news_plf12s02685,1,1,average,"[0, 18, 11, 0, 192, 108, 159, 67, 63]",3.67857143
news_plf12s02686,1,1,average,"[0, 22, 0, 186, 139, 169, 86]",4.3
news_plf12s02687,1,1,average,"[31, 4, 134, 52, 54, 135, 24, 153, 136, 44, 135, 88]",3.88235294
news_plf12s02688,1,1,poor,"[17, 8, 43, 59, 55, 70, 58, 76, 48, 46, 103, 76, 34]",2.98706897
news_plf12s02689,1,1,good,"[27, 9, 151, 91, 55, 89, 63, 129, 0]",3.54913295
news_plf12s02690,1,1,average,"[4, 19, 27, 92, 67, 71, 105, 94, 58]",3.17751479
news_plf12s02691,1,1,average,"[5, 3, 163, 61, 270, 61, 45, 96, 69, 19, 217]",4.2394958
news_plf12s02692,1,1,good,"[3, 34, 113, 103, 128, 73, 85, 42, 86, 143, 67, 97, 80, 64, 25]",3.44277108
news_plf12s02693,1,1,average,"[1, 24, 170, 360, 131, 117, 65, 29, 113, 51, 125, 52]",4.05901639
news_plf12s02694,1,1,good,"[10, 5, 118, 135, 103, 19, 62, 138, 117, 38, 80]",3.60262009
news_plf12s02695,1,1,good,"[7, 6, 47, 74, 213, 47, 451, 115, 73, 49, 78, 81]",4.44802867
news_plf12s02696,1,1,poor,"[4, 18, 29, 80, 76, 89, 27, 13, 76, 84, 24, 76, 90, 59, 29]",3.12096774
news_plf12s02697,1,1,average,"[11, 17, 0, 66, 79, 49, 190, 108, 77, 41, 163, 55, 58]",3.37269373
news_plf12s02698,1,1,average,"[0, 11, 29, 186, 56, 166, 71, 59, 174, 125, 73, 107]",3.81588448
news_plf12s02699,1,1,average,"[7, 14, 124, 76, 59, 80, 97, 111, 79, 100, 273]",4.04761905
news_plf12s02700,1,1,good,"[6, 9, 219, 89, 83, 65, 75, 46, 144]",3.62561576
news_plf12s02701,1,1,poor,"[2, 26, 196, 42, 100, 53, 118, 62, 89, 66, 119, 67]",3.80566802
news_plf12s02702,1,1,good,"[0, 6, 19, 45, 102, 28, 47, 38, 40, 19, 54, 90, 96, 45, 41]",3.11627907
news_plf12s02703,1,1,average,"[4, 25, 50, 105, 28, 142, 21, 130, 39, 64, 46, 168, 94, 67]",3.54873646
news_plf12s02704,1,1,good,"[29, 8, 58, 33, 104, 151, 33, 113, 55, 2, 67, 34]",3.19534884
news_plf12s02705,1,1,average,"[13, 49, 117, 86, 160, 74, 113, 95, 98, 32, 118, 76, 75]",3.60260586
news_plf12s02706,1,1,average,"[63, 51, 44, 3, 13, 39, 105, 169, 38, 236, 68, 78, 20, 43, 37, 30]",3.53924915
news_plf12s02707,1,1,good,"[11, 118, 167, 119, 55, 102, 85, 38]",3.73655914
news_plf12s02708,1,1,average,"[6, 19, 1, 25, 99, 63, 82, 99, 43, 29, 136, 146, 23, 137]",3.6031746
news_plf12s02709,1,1,average,"[12, 17, 6, 1, 30, 116, 68, 43, 14, 85, 125, 38, 86, 58, 62, 25, 150, 148]",3.31498471
news_plf12s02710,1,1,average,"[28, 1, 106, 110, 160, 33, 101, 93, 5, 26, 36, 16]",3.55721393
news_plf12s02711,1,1,good,"[28, 7, 92, 35, 104, 156, 109, 172, 28, 122, 139, 206, 77]",4.20792079
news_plf12s02712,1,1,good,"[7, 6, 205, 101, 27, 103, 77, 38, 4, 11, 4, 99, 42, 39, 31]",3.29460581
news_plf12s02713,1,1,average,"[41, 34, 43, 40, 66, 72, 25, 73, 129, 96, 96]",3.4047619
news_plf12s02714,1,1,good,"[1, 29, 29, 92, 43, 54, 80, 118, 49, 53, 68, 40, 128]",3.30801688
news_plf12s02715,1,1,good,"[31, 178, 135, 12, 12, 227, 0, 7, 40, 97, 53, 12, 100, 47, 46]",3.84942085
news_plf12s02716,1,1,average,"[18, 22, 5, 213, 63, 128, 92, 40, 65, 24, 41, 13, 43, 67, 18]",3.35433071
news_plf12s02717,1,1,average,"[0, 39, 0, 160, 56, 144, 20, 144, 122, 48, 160, 14, 79, 53, 346, 102]",4.32267442
news_plf12s02718,1,1,poor,"[0, 52, 0, 147, 125, 69, 149, 156, 161, 187, 29, 65]",4.41860465
news_plf12s02719,1,1,good,"[92, 52, 206, 217, 26, 123, 52, 30, 260]",4.48305085
news_plf12s02720,1,1,average,"[6, 13, 0, 34, 111, 93, 211, 81, 141]",3.87640449
news_plf12s02721,1,1,good,"[37, 145, 49, 24, 83, 131, 118, 27, 66, 90, 250, 118, 125]",3.946875
news_plf12s02722,1,1,average,"[0, 24, 0, 86, 37, 163, 21, 77, 70, 43, 136, 151]",3.60714286
news_plf12s02723,1,1,good,"[22, 15, 7, 93, 175, 174, 128, 72, 104, 20, 63, 36]",3.86808511
news_plf12s02724,1,1,poor,"[0, 31, 9, 0, 19, 59, 134, 198, 35, 54, 78, 86]",3.30046948
news_plf12s02725,1,1,average,"[35, 0, 81, 82, 8, 16, 188, 80, 193, 32, 94, 45]",3.72925764
news_plf12s02726,1,1,good,"[37, 99, 96, 46, 50, 101, 53, 38]",3.31210191
news_plf12s02727,1,1,good,"[26, 1, 61, 113, 184, 129, 132]",4.06289308
news_plf12s02728,1,1,average,"[9, 12, 36, 49, 133, 70, 128, 53, 107, 131, 36, 111, 71]",3.58333333
news_plf12s02729,1,1,poor,"[0, 16, 1, 5, 52, 28, 51, 126, 96, 48, 43, 20]",2.94545455
news_plf12s02730,1,1,average,"[13, 5, 4, 11, 76, 65, 17, 70, 67, 54, 59, 20, 25, 50, 21, 115]",2.97345133
news_plf12s02731,1,1,average,"[8, 11, 22, 67, 322, 72, 42, 55, 74, 47]",3.65482234
news_plf12s02732,1,1,average,"[1, 25, 4, 57, 83, 108, 14, 42, 83, 49, 59, 139, 27, 17]",3.29302326
news_plf12s02733,1,1,average,"[1, 31, 67, 39, 123, 61, 45, 94, 69, 39, 119]",3.40594059
news_plf12s02734,1,1,average,"[11, 16, 60, 25, 50, 143, 82, 15, 20, 132, 42, 171, 46]",3.47435897
news_plf12s02735,1,1,average,"[22, 10, 228, 57, 81, 146, 77, 48, 55, 126]",3.95348837
news_plf12s02736,1,1,average,"[16, 101, 35, 60, 62, 78, 64, 98, 34, 112, 68]",3.27927928
news_plf12s02737,1,1,good,"[1, 8, 3, 47, 73, 104, 122, 86, 107, 71, 78, 109, 117]",3.704
